location,price,bedrooms,bathrooms,size_sqft,year_built,price_per_sqft,property_age,listing_category,listing_category_order
Urban,246313.6156390534,3,3,1786.0,1966,137.91355858849573,59.0,Mid-Range,2.0
Urban,298677.6787875009,5,3,2248.0,1956,132.86373611543632,69.0,High-End,3.0
Urban,125978.04071046908,3,1,1579.0,1997,79.78343300219701,28.0,Budget,1.0
Suburb,253265.71221874031,4,2,2207.0,1990,114.75564667817866,35.0,Mid-Range,2.0
Urban,298512.19849394023,4,1,2218.0,2009,134.58620310817864,16.0,High-End,3.0
Rural,182770.44230024557,4,1,1553.0,2004,117.68862994220578,21.0,Budget,1.0
Rural,226043.4745554981,2,1,1395.0,1952,162.038333014694,73.0,Mid-Range,2.0
Urban,338877.42280570994,3,3,2937.0,1996,115.38216643027236,29.0,High-End,3.0
Rural,263554.6216390308,3,3,2686.0,1959,98.12160150373448,66.0,High-End,3.0
Suburb,240092.394678575,5,2,2619.0,1975,91.67330839197213,50.0,Mid-Range,2.0
Suburb,334177.4535361904,2,2,2157.0,2019,154.92696037839147,6.0,High-End,3.0
Suburb,169008.26258703452,5,2,2332.0,1972,72.47352598071807,53.0,Budget,1.0
Urban,236982.70128572453,2,3,2889.0,1997,82.02931854819126,28.0,Mid-Range,2.0
Rural,266084.01696974493,5,3,1809.0,1954,147.0890088279408,71.0,High-End,3.0
Rural,240362.7782023968,2,3,1961.0,1977,122.57153401448078,48.0,Mid-Range,2.0
Rural,154944.30128131664,5,3,1541.0,1981,100.54789181136707,44.0,Budget,1.0
Rural,328647.11417701177,5,2,2032.0,1995,161.73578453593097,30.0,High-End,3.0
Urban,209211.8933839042,2,3,1986.0,1971,105.34335014295276,54.0,Mid-Range,2.0
Rural,123736.21513816052,3,2,1169.0,1961,105.84791714128359,64.0,Budget,1.0
Urban,181625.5643236308,5,3,1289.0,2007,140.90423919598976,18.0,Budget,1.0
Rural,261922.9816028047,2,1,2191.0,2017,119.5449482440916,8.0,High-End,3.0
Suburb,281448.2341838801,2,2,2367.0,1956,118.90504190277993,69.0,High-End,3.0
Urban,272821.10352278047,3,2,2520.0,1974,108.26234266777003,51.0,High-End,3.0
Urban,272071.3353978446,3,3,2168.0,2001,125.49415839383977,24.0,High-End,3.0
Rural,175190.3606139097,3,2,2436.0,1953,71.91722521096457,72.0,Budget,1.0
Rural,61767.40385325445,3,1,1739.0,2013,35.51892113470641,12.0,Budget,1.0
Rural,318767.21731996967,5,2,2841.0,2018,112.20247001758877,7.0,High-End,3.0
Suburb,145067.1763430653,5,2,1587.0,2017,91.40968893702917,8.0,Budget,1.0
Suburb,174767.8872494721,4,1,1734.0,1968,100.78886231226765,57.0,Budget,1.0
Urban,292349.5827707857,5,3,2712.0,1989,107.7985187207912,36.0,High-End,3.0
Urban,175430.4047583888,4,3,1456.0,2006,120.48791535603625,19.0,Budget,1.0
Urban,269748.4207244903,4,1,1700.0,2015,158.67554160264135,10.0,High-End,3.0
Suburb,178515.62714173782,5,2,1978.0,1958,90.250569839099,67.0,Budget,1.0
Urban,235645.74254116387,4,3,2325.0,1982,101.3530075445866,43.0,Mid-Range,2.0
Urban,107403.05278340356,3,3,1045.0,2011,102.77804094105603,14.0,Budget,1.0
Urban,247390.138366224,4,3,2917.0,1978,84.80978346459514,47.0,Mid-Range,2.0
Rural,221839.92854042965,5,1,2040.0,1967,108.74506301001453,58.0,Mid-Range,2.0
Suburb,288672.16964004195,2,1,2601.0,1956,110.98507098809763,69.0,High-End,3.0
Urban,319109.0917849048,5,2,2383.0,1957,133.91065538602805,68.0,High-End,3.0
Urban,136711.32670854602,2,1,2284.0,2004,59.85609750811997,21.0,Budget,1.0
Suburb,105227.05482789232,2,1,2146.0,1964,49.03404232427415,61.0,Budget,1.0
Rural,138919.71006986903,4,1,1230.0,2004,112.94285371534068,21.0,Budget,1.0
Urban,187788.76577637764,4,3,1949.0,1957,96.351342112046,68.0,Budget,1.0
Rural,219234.9079352312,2,1,1636.0,2005,134.00666744207285,20.0,Mid-Range,2.0
Urban,131423.73273028812,4,1,1111.0,1969,118.29318877613692,56.0,Budget,1.0
Urban,319858.61459701275,3,3,2807.0,1952,113.95034363983355,73.0,High-End,3.0
Urban,117521.92141213926,5,1,1592.0,2008,73.82030239455983,17.0,Budget,1.0
Rural,230291.72064208987,4,1,2269.0,1976,101.494808568572,49.0,Mid-Range,2.0
Suburb,246604.2829771436,2,3,1858.0,1994,132.72566360449062,31.0,Mid-Range,2.0
Suburb,171555.35246796423,2,2,1390.0,1996,123.4211168834275,29.0,Budget,1.0
Rural,67703.03485135037,5,1,1391.0,1979,48.67220334388956,46.0,Budget,1.0
Urban,144738.0890224501,4,2,1327.0,1985,109.07165713824423,40.0,Budget,1.0
Rural,382562.45901083,4,2,2238.0,1984,170.93943655533064,41.0,High-End,3.0
Suburb,360742.2857534038,2,2,2887.0,1951,124.95403039605257,74.0,High-End,3.0
Suburb,136073.959658038,5,3,1746.0,1970,77.93468479841809,55.0,Budget,1.0
Suburb,112062.0726820708,2,2,1366.0,1964,82.03665642904157,61.0,Budget,1.0
Urban,130290.65382403934,5,3,1081.0,2021,120.52789437931484,4.0,Budget,1.0
Suburb,186740.5951238942,4,1,1805.0,1971,103.45739342044,54.0,Budget,1.0
Rural,230101.56057643387,4,2,1821.0,1992,126.36000031654798,33.0,Mid-Range,2.0
Urban,250680.13164041945,5,2,2099.0,2006,119.4283619058692,19.0,Mid-Range,2.0
Suburb,272862.0540278822,2,2,2550.0,2020,107.00472706975772,5.0,High-End,3.0
Suburb,283760.04206592275,2,1,2755.0,1971,102.99820038690481,54.0,High-End,3.0
Urban,184021.93228566705,2,1,2526.0,1986,72.85112125323319,39.0,Budget,1.0
Suburb,340104.6661167665,5,3,2765.0,1975,123.0034958830982,50.0,High-End,3.0
Urban,344646.4016310998,5,3,2969.0,1959,116.0816442004378,66.0,High-End,3.0
Urban,191929.7076275636,2,3,1951.0,2014,98.37504235139087,11.0,Mid-Range,2.0
Suburb,273528.24201909656,2,3,2502.0,1984,109.32383773744867,41.0,High-End,3.0
Urban,72835.81353091395,5,3,1371.0,2017,53.126049256684134,8.0,Budget,1.0
Urban,257550.4472497693,5,3,2288.0,1973,112.5657549168572,52.0,Mid-Range,2.0
Rural,90766.19610940407,2,1,1263.0,1964,71.86555511433419,61.0,Budget,1.0
Suburb,174249.64722607195,2,2,1109.0,1954,157.12321661503333,71.0,Budget,1.0
Suburb,328574.86830481427,4,2,2938.0,1977,111.8362383610668,48.0,High-End,3.0
Urban,89905.09863729727,3,2,1306.0,2007,68.84004489838995,18.0,Budget,1.0
Suburb,282890.91810771404,5,1,2223.0,1958,127.2563734177751,67.0,High-End,3.0
Rural,89162.24810547364,3,1,1225.0,1950,72.7855086575295,75.0,Budget,1.0
Rural,212564.6552615763,5,3,1184.0,2012,179.53095883579078,13.0,Mid-Range,2.0
Rural,280727.9047476708,4,3,1963.0,1968,143.00963053880326,57.0,High-End,3.0
Rural,93486.1204925188,5,2,1030.0,2003,90.76322377914447,22.0,Budget,1.0
Suburb,222613.3499273341,5,2,1613.0,1966,138.01199623517303,59.0,Mid-Range,2.0
Urban,266948.9359583521,3,1,2794.0,1998,95.54364207528708,27.0,High-End,3.0
Urban,132786.5048692906,4,1,1098.0,1951,120.93488603760528,74.0,Budget,1.0
Rural,323107.17382515385,4,2,2362.0,2004,136.79389238998894,21.0,High-End,3.0
Rural,285157.1158013615,4,1,1810.0,2001,157.54536784605608,24.0,High-End,3.0
Rural,304420.4784520121,4,2,2820.0,2003,107.95052427376316,22.0,High-End,3.0
Suburb,132318.86249489494,5,2,2289.0,1973,57.8064056334185,52.0,Budget,1.0
Urban,221297.108780774,3,2,1651.0,2019,134.03822457951182,6.0,Mid-Range,2.0
Urban,309206.7613207798,4,2,1813.0,1963,170.54978561543288,62.0,High-End,3.0
Urban,199908.2802635857,2,2,2821.0,1969,70.864331890672,56.0,Mid-Range,2.0
Suburb,233256.56665913135,4,2,2373.0,1978,98.29606686014806,47.0,Mid-Range,2.0
Rural,167351.72109841814,3,2,2019.0,2003,82.88842055394657,22.0,Budget,1.0
Rural,208233.5366194581,3,3,1977.0,2007,105.32804077868391,18.0,Mid-Range,2.0
Rural,377868.93326563656,3,1,2751.0,2018,137.35693684683264,7.0,High-End,3.0
Urban,284387.9982122946,3,1,2567.0,1976,110.78613097479338,49.0,High-End,3.0
Suburb,205233.35671931037,2,2,2480.0,2008,82.75538577391546,17.0,Mid-Range,2.0
Suburb,318715.7269012233,4,1,2838.0,2004,112.3029340737221,21.0,High-End,3.0
Suburb,75627.92191751163,5,3,1087.0,1977,69.57490516790398,48.0,Budget,1.0
Urban,193883.3678698672,5,1,2086.0,1981,92.94504691748187,44.0,Mid-Range,2.0
Rural,182252.16338139228,2,3,1921.0,1955,94.87358843383252,70.0,Budget,1.0
Urban,280520.80754764605,4,3,2410.0,2014,116.39867533097346,11.0,High-End,3.0
Suburb,404902.8602915423,4,2,2814.0,2001,143.888720785907,24.0,High-End,3.0
Suburb,214278.3295114005,5,1,2482.0,1992,86.33292889258682,33.0,Mid-Range,2.0
Rural,190668.28851414844,2,1,1585.0,1960,120.29545016665517,65.0,Mid-Range,2.0
Rural,250829.4107005233,5,3,1817.0,2021,138.0459057240084,4.0,Mid-Range,2.0
Urban,241369.33278160397,2,2,1931.0,1970,124.99706513806524,55.0,Mid-Range,2.0
Suburb,306541.0844179495,3,2,2659.0,1974,115.28434916056769,51.0,High-End,3.0
Urban,285518.1637952033,4,3,2292.0,1963,124.57162469249708,62.0,High-End,3.0
Suburb,328750.75447999995,4,1,2917.0,1977,112.70166420294822,48.0,High-End,3.0
Suburb,223905.8103639965,4,2,1796.0,1990,124.66915944543236,35.0,Mid-Range,2.0
Suburb,294970.37646533124,4,3,2957.0,1960,99.75325548371026,65.0,High-End,3.0
Urban,275679.5239046439,4,2,2018.0,1958,136.6102695265827,67.0,High-End,3.0
Suburb,266293.7774591675,4,3,2012.0,1968,132.35277209700175,57.0,High-End,3.0
Rural,225131.82168982,3,2,1972.0,1973,114.16420978185599,52.0,Mid-Range,2.0
Rural,186127.07943835168,4,2,1632.0,1995,114.04845553820569,30.0,Budget,1.0
Urban,93809.79111530806,3,2,1345.0,1990,69.74705659130711,35.0,Budget,1.0
Suburb,223058.4764315677,4,2,1723.0,1991,129.45935950758425,34.0,Mid-Range,2.0
Rural,280439.78779771435,4,3,1900.0,1998,147.5998883145865,27.0,High-End,3.0
Rural,326680.7438299016,2,2,2683.0,1951,121.75950198654552,74.0,High-End,3.0
Suburb,207905.4340256786,4,1,2101.0,2007,98.95546598080848,18.0,Mid-Range,2.0
Suburb,281618.36634755135,5,1,2388.0,2017,117.93063917401648,8.0,High-End,3.0
Rural,217911.33555174255,2,1,2037.0,2001,106.97660066359477,24.0,Mid-Range,2.0
Rural,205451.75168209945,2,2,1135.0,1980,181.01475919127705,45.0,Mid-Range,2.0
Rural,300175.68362398125,2,1,2327.0,2018,128.99685587622744,7.0,High-End,3.0
Rural,165310.0230874926,5,2,1396.0,1953,118.41692198244455,72.0,Budget,1.0
Suburb,188627.18611644363,3,2,1791.0,2001,105.31947856864524,24.0,Budget,1.0
Urban,91227.10285157007,2,3,1078.0,1952,84.62625496435072,73.0,Budget,1.0
Suburb,346058.9284296997,2,1,2778.0,1983,124.5712485348091,42.0,High-End,3.0
Urban,180032.5445483293,2,3,1704.0,2019,105.65290173024019,6.0,Budget,1.0
Suburb,255149.0260513925,4,2,1981.0,1975,128.79809492750758,50.0,Mid-Range,2.0
Suburb,284261.5211187477,3,2,2441.0,2005,116.45289681226862,20.0,High-End,3.0
Urban,274026.22208389506,5,3,2265.0,1969,120.98287950723844,56.0,High-End,3.0
Rural,210567.36514720783,5,2,2074.0,1993,101.52717702372605,32.0,Mid-Range,2.0
Rural,185983.99464781105,3,3,1743.0,1965,106.70338189776882,60.0,Budget,1.0
Suburb,329757.6946773218,3,1,2794.0,2014,118.02351276926336,11.0,High-End,3.0
Urban,122216.8363856662,3,2,1383.0,1980,88.3708144509517,45.0,Budget,1.0
Rural,137808.97933267758,4,2,1374.0,1977,100.29765599175953,48.0,Budget,1.0
Suburb,257757.99398491628,2,3,2753.0,1987,93.62803995093218,38.0,Mid-Range,2.0
Suburb,145210.70803231435,4,2,1205.0,1971,120.50681164507415,54.0,Budget,1.0
Suburb,286947.7059260559,3,1,2849.0,1958,100.71874549879112,67.0,High-End,3.0
Rural,128255.71920969442,4,1,1488.0,1974,86.19335968393442,51.0,Budget,1.0
Suburb,300915.1542811144,5,1,2404.0,1985,125.17269312858336,40.0,High-End,3.0
Suburb,294783.48336519185,4,2,2991.0,1996,98.55683161658035,29.0,High-End,3.0
Rural,215031.69211492903,3,3,1880.0,1979,114.37855963560055,46.0,Mid-Range,2.0
Urban,190009.46566344783,2,1,2334.0,1986,81.40936832195709,39.0,Mid-Range,2.0
Suburb,180882.70436128927,4,1,2398.0,2016,75.4306523608379,9.0,Budget,1.0
Suburb,149527.74404093067,3,2,1631.0,1994,91.67856777494217,31.0,Budget,1.0
Suburb,90911.31723535666,4,3,1591.0,1950,57.14099134843285,75.0,Budget,1.0
Urban,312493.8820541258,5,3,2065.0,2017,151.3287564426759,8.0,High-End,3.0
Rural,246261.49334050936,4,1,1532.0,1962,160.7451000917163,63.0,Mid-Range,2.0
Urban,179442.86971618157,4,3,1521.0,1970,117.9769031664573,55.0,Budget,1.0
Rural,241740.68476038135,2,1,1824.0,1989,132.53327015371784,36.0,Mid-Range,2.0
Suburb,146466.62783501713,4,2,2176.0,1981,67.31003117418066,44.0,Budget,1.0
Urban,259007.46783587063,4,1,2335.0,1950,110.92396909459127,75.0,High-End,3.0
Suburb,341134.8880334002,5,2,2317.0,1970,147.2312852971084,55.0,High-End,3.0
Rural,223724.84420681297,5,1,1597.0,1958,140.09069768742202,67.0,Mid-Range,2.0
Suburb,142518.01218572355,5,2,1112.0,2001,128.16368002313268,24.0,Budget,1.0
Rural,251561.7804752931,2,2,2724.0,1996,92.35013967521773,29.0,Mid-Range,2.0
Rural,280899.8524638453,5,3,2135.0,1985,131.56901754746852,40.0,High-End,3.0
Suburb,367805.7622252671,5,1,2198.0,1958,167.33656152195957,67.0,High-End,3.0
Urban,301658.3598575561,4,2,2845.0,1991,106.03105794641691,34.0,High-End,3.0
Suburb,310179.2847252963,4,1,2325.0,2010,133.4104450431382,15.0,High-End,3.0
Urban,219841.3256130903,2,2,2987.0,2016,73.59937248513233,9.0,Mid-Range,2.0
Rural,297395.3183019827,5,1,2539.0,1951,117.13088550688566,74.0,High-End,3.0
Suburb,163500.19482543494,3,3,1733.0,2009,94.34517877982397,16.0,Budget,1.0
Suburb,443335.4943376072,4,1,2985.0,1959,148.52110363068917,66.0,High-End,3.0
Urban,194541.5077803826,3,1,2244.0,1997,86.69407655097264,28.0,Mid-Range,2.0
Urban,271125.377876737,3,1,2194.0,1953,123.57583312522196,72.0,High-End,3.0
Rural,242631.91763445357,5,1,1317.0,1971,184.23076509829428,54.0,Mid-Range,2.0
Urban,182432.7601907535,3,2,1995.0,1998,91.44499257681879,27.0,Budget,1.0
Urban,183331.93106695655,2,3,1212.0,1980,151.26396952719188,45.0,Budget,1.0
Urban,258546.47534065816,2,2,1252.0,1991,206.50676944142026,34.0,Mid-Range,2.0
Suburb,177612.45253099367,4,1,1123.0,2009,158.1589069732802,16.0,Budget,1.0
Urban,341034.8349561923,3,1,2663.0,1981,128.0641513166325,44.0,High-End,3.0
Rural,282232.7606345028,2,2,2236.0,1983,126.22216486337335,42.0,High-End,3.0
Urban,165757.70448390525,2,1,1623.0,1966,102.13044022421765,59.0,Budget,1.0
Suburb,280323.4983388781,3,3,2108.0,2009,132.98078668827233,16.0,High-End,3.0
Urban,376331.6950976176,2,1,2539.0,1969,148.22043918771863,56.0,High-End,3.0
Urban,195392.45040428257,3,3,2088.0,2013,93.57875977216598,12.0,Mid-Range,2.0
Urban,223408.15721989045,2,1,2341.0,1997,95.43278821866315,28.0,Mid-Range,2.0
Urban,223359.4277465848,3,3,2369.0,2013,94.28426667226037,12.0,Mid-Range,2.0
Rural,234949.8561299256,2,2,2655.0,1962,88.49335447454825,63.0,Mid-Range,2.0
Rural,247365.998011386,2,2,2266.0,1974,109.1641650535684,51.0,Mid-Range,2.0
Rural,262535.4515720132,2,1,1897.0,1970,138.39507199368117,55.0,High-End,3.0
Urban,150771.48592613888,5,1,2160.0,1988,69.80161385469393,37.0,Budget,1.0
Urban,138823.16321744182,5,2,1246.0,1995,111.41505876199183,30.0,Budget,1.0
Urban,184489.6374844679,2,3,1440.0,1999,128.11780380865827,26.0,Budget,1.0
Rural,261760.07290402745,5,2,1044.0,1964,250.7280391801029,61.0,High-End,3.0
Urban,251883.30805677327,3,1,1657.0,1958,152.0116524180889,67.0,Mid-Range,2.0
Urban,230375.95310884604,5,2,1879.0,1995,122.60561634318576,30.0,Mid-Range,2.0
Rural,343718.36806972424,4,2,2711.0,1972,126.78656144217051,53.0,High-End,3.0
Urban,246212.57409337276,4,1,2016.0,1984,122.12925302250633,41.0,Mid-Range,2.0
Rural,103790.99807624824,2,1,1553.0,1981,66.8325808604303,44.0,Budget,1.0
Urban,175021.01388961737,5,1,1808.0,1952,96.80365812478837,73.0,Budget,1.0
Rural,121219.75110164189,4,2,1970.0,1961,61.53286857951365,64.0,Budget,1.0
Rural,262157.678065789,2,3,2112.0,2010,124.1276884781198,15.0,High-End,3.0
Urban,153316.25228013418,4,2,1729.0,1974,88.67336742633556,51.0,Budget,1.0
Urban,194209.96299141517,2,3,2020.0,2017,96.14354603535405,8.0,Mid-Range,2.0
Urban,176681.30391589506,4,3,1953.0,1950,90.46661746845625,75.0,Budget,1.0
Suburb,252962.38252076815,4,3,2251.0,1982,112.37777988483703,43.0,Mid-Range,2.0
Rural,318310.35928204056,5,1,2833.0,2004,112.3580512820475,21.0,High-End,3.0
Rural,241284.20421225525,2,1,2314.0,1998,104.27147978057704,27.0,Mid-Range,2.0
Rural,334517.3083293087,4,1,2445.0,1998,136.81689502221215,27.0,High-End,3.0
Rural,202474.355439536,2,3,2090.0,1957,96.87768202848613,68.0,Mid-Range,2.0
Suburb,303769.20501689595,5,3,2274.0,2011,133.58364336714862,14.0,High-End,3.0
Rural,376104.403092004,4,3,2064.0,2012,182.2211255290717,13.0,High-End,3.0
Suburb,167026.98616516462,3,2,1098.0,2017,152.11929523239036,8.0,Budget,1.0
Rural,272598.8153877073,3,3,2329.0,1980,117.04543382898554,45.0,High-End,3.0
Suburb,165245.00856280365,3,1,1871.0,2016,88.31908528209709,9.0,Budget,1.0
Rural,301279.8803313683,2,2,2877.0,1995,104.72015305226566,30.0,High-End,3.0
Suburb,357287.7975066648,5,3,2479.0,2021,144.1257755170088,4.0,High-End,3.0
Rural,288141.21956833487,2,1,2614.0,1996,110.22999983486415,29.0,High-End,3.0
Suburb,168036.09972086208,2,3,1300.0,1956,129.25853824681698,69.0,Budget,1.0
Suburb,220393.28153201696,3,1,2222.0,1959,99.18689537894552,66.0,Mid-Range,2.0
Urban,346913.83555392944,5,1,2682.0,1988,129.34893197387376,37.0,High-End,3.0
Rural,98392.22473458404,4,1,1487.0,2020,66.16827487194622,5.0,Budget,1.0
Urban,240469.5176469516,2,3,2129.0,1999,112.94951509955453,26.0,Mid-Range,2.0
Suburb,206930.27898693449,3,1,2424.0,1953,85.36727680979145,72.0,Mid-Range,2.0
Urban,317783.3926646199,2,3,2728.0,2014,116.48951344010993,11.0,High-End,3.0
Urban,131784.83769458754,2,1,2004.0,1973,65.76089705318739,52.0,Budget,1.0
Suburb,243430.73742259247,5,3,1476.0,1970,164.92597386354504,55.0,Mid-Range,2.0
Urban,225640.493154749,4,2,2145.0,1987,105.19370310244709,38.0,Mid-Range,2.0
Urban,201563.43751661215,2,1,2100.0,1955,95.98258929362483,70.0,Mid-Range,2.0
Urban,199318.34858087185,2,3,2335.0,1978,85.36117712242905,47.0,Mid-Range,2.0
Urban,239299.51959981816,4,3,2135.0,2004,112.08408412169469,21.0,Mid-Range,2.0
Suburb,191147.74699779655,5,3,1860.0,2015,102.76760591279384,10.0,Mid-Range,2.0
Suburb,217161.73591984576,2,1,1808.0,1987,120.1115796016846,38.0,Mid-Range,2.0
Urban,361066.27921154175,5,2,2705.0,1996,133.48106440352745,29.0,High-End,3.0
Rural,220210.59621607733,5,1,1517.0,1961,145.16189598950385,64.0,Mid-Range,2.0
Rural,112831.19906105686,2,1,2220.0,1966,50.824864441917505,59.0,Budget,1.0
Urban,265212.17629003315,4,2,2121.0,1975,125.04110150402317,50.0,High-End,3.0
Suburb,181004.44832166896,2,2,1458.0,1994,124.1457121547798,31.0,Budget,1.0
Urban,217369.27504855284,2,2,2864.0,1975,75.8970932432098,50.0,Mid-Range,2.0
Suburb,180400.39472286924,3,1,1229.0,1970,146.7863260560368,55.0,Budget,1.0
Rural,300219.9593000406,4,2,2191.0,1993,137.0241712916662,32.0,High-End,3.0
Urban,231877.36249542653,3,2,2832.0,1991,81.87759975120993,34.0,Mid-Range,2.0
Urban,235036.90345138,4,2,2800.0,1984,83.94175123263571,41.0,Mid-Range,2.0
Suburb,151274.20370098168,2,1,1007.0,1965,150.22264518468887,60.0,Budget,1.0
Suburb,289821.7782547845,5,2,2195.0,1962,132.0372566081023,63.0,High-End,3.0
Rural,334698.00780533085,3,1,2977.0,1986,112.4279502201313,39.0,High-End,3.0
Rural,314223.0473798497,3,2,2383.0,2011,131.8602800586864,14.0,High-End,3.0
Urban,96716.5217442952,3,2,1194.0,2020,81.00211201364758,5.0,Budget,1.0
Urban,176152.66180684263,3,3,2292.0,1981,76.85543708850028,44.0,Budget,1.0
Suburb,254848.40206827896,4,3,2042.0,2007,124.80333108142946,18.0,Mid-Range,2.0
Rural,247282.3025282274,5,1,1353.0,1951,182.76592943697517,74.0,Mid-Range,2.0
Rural,276707.9434404298,5,3,2887.0,1997,95.84618754431237,28.0,High-End,3.0
Urban,141148.83300126588,2,3,2072.0,2003,68.1220236492596,22.0,Budget,1.0
Rural,167607.05244546864,2,3,1463.0,2014,114.5639456223299,11.0,Budget,1.0
Suburb,202201.7791754527,3,1,1355.0,2021,149.22640529553706,4.0,Mid-Range,2.0
Suburb,211937.8547283853,2,2,1849.0,1994,114.62296091313429,31.0,Mid-Range,2.0
Suburb,257534.1671897708,2,1,1973.0,1984,130.5292281752513,41.0,Mid-Range,2.0
Rural,271510.2525655396,4,3,2181.0,1982,124.48888242344779,43.0,High-End,3.0
Suburb,121858.52694431864,2,1,1065.0,1971,114.42115206039308,54.0,Budget,1.0
Urban,309039.9026429485,2,1,2996.0,2021,103.15083532808694,4.0,High-End,3.0
Rural,158569.26538317546,2,1,1858.0,1995,85.34406102431403,30.0,Budget,1.0
Rural,203466.98834553172,5,2,1570.0,1971,129.596807863396,54.0,Mid-Range,2.0
Suburb,292404.6991111361,5,2,2844.0,1956,102.81459181122928,69.0,High-End,3.0
Rural,61502.2639359599,2,3,1307.0,2011,47.056055038989975,14.0,Budget,1.0
Urban,321742.8838550832,3,2,2360.0,1992,136.33173044706916,33.0,High-End,3.0
Urban,253565.9850460912,5,3,2694.0,2003,94.12248888125137,22.0,Mid-Range,2.0
Rural,188911.58436478823,4,2,1782.0,1956,106.0109901036971,69.0,Mid-Range,2.0
Rural,184661.53412253255,4,3,1120.0,2004,164.8763697522612,21.0,Budget,1.0
Rural,161072.41284475062,4,1,1765.0,1953,91.25915741912216,72.0,Budget,1.0
Rural,279822.8656145788,2,3,2427.0,1972,115.29578311272304,53.0,High-End,3.0
Rural,215338.5196386674,3,2,1772.0,1990,121.52286661324345,35.0,Mid-Range,2.0
Urban,223909.431671878,4,3,2670.0,2020,83.86121036399925,5.0,Mid-Range,2.0
Urban,198499.8274186754,3,2,2809.0,1996,70.66565589842486,29.0,Mid-Range,2.0
Urban,236343.9020624452,4,1,2591.0,2006,91.21725282224824,19.0,Mid-Range,2.0
Rural,339094.43992123107,3,1,2866.0,1994,118.31627352450491,31.0,High-End,3.0
Urban,156164.34747669444,2,2,1095.0,2015,142.61584244446982,10.0,Budget,1.0
Urban,139970.73566789803,2,3,2137.0,2010,65.49870644262893,15.0,Budget,1.0
Rural,301817.7501944338,4,1,1986.0,1966,151.97268388440776,59.0,High-End,3.0
Suburb,440699.2101748936,4,3,2892.0,1973,152.38561900929932,52.0,High-End,3.0
Urban,312032.676550474,5,1,2452.0,1996,127.25639337295026,29.0,High-End,3.0
Rural,208353.91262258572,4,1,1539.0,1994,135.38265927393485,31.0,Mid-Range,2.0
Rural,212625.835906693,5,3,2841.0,2008,74.8418992983784,17.0,Mid-Range,2.0
Urban,178834.98279042152,5,2,1001.0,1984,178.65632646395756,41.0,Budget,1.0
Suburb,272761.6554527947,2,2,2235.0,2014,122.04100915113857,11.0,High-End,3.0
Urban,197290.90395910337,2,2,1579.0,1968,124.94674094940048,57.0,Mid-Range,2.0
Rural,280233.19447867473,5,2,2663.0,1972,105.23214212492479,53.0,High-End,3.0
Rural,168885.11053703932,4,3,1332.0,1981,126.7906235263058,44.0,Budget,1.0
Rural,232383.4199561576,5,3,2047.0,1984,113.52389836646682,41.0,Mid-Range,2.0
Rural,345513.96110986924,4,1,2788.0,1990,123.92896739952268,35.0,High-End,3.0
Rural,301717.8745936194,2,1,2391.0,1957,126.18898979239623,68.0,High-End,3.0
Rural,190691.20808257905,4,1,1741.0,1961,109.52970021974673,64.0,Mid-Range,2.0
Rural,202447.13614495852,5,3,1505.0,1985,134.5163695315339,40.0,Mid-Range,2.0
Urban,241699.17556544684,4,1,1999.0,1997,120.91004280412548,28.0,Mid-Range,2.0
Suburb,253510.6567106041,5,3,2199.0,1999,115.28451874061123,26.0,Mid-Range,2.0
Suburb,242184.65919469035,4,3,2452.0,1955,98.77025252638269,70.0,Mid-Range,2.0
Suburb,345815.7854579621,5,3,2910.0,1995,118.83703967627562,30.0,High-End,3.0
Rural,213971.08322301783,2,1,1732.0,2004,123.53988638742369,21.0,Mid-Range,2.0
Suburb,275860.82857290923,5,2,2465.0,1980,111.91108664215385,45.0,High-End,3.0
Rural,290613.9344760902,2,3,2571.0,1975,113.03536930225212,50.0,High-End,3.0
Urban,162547.3968697846,5,1,1513.0,2016,107.4338379839951,9.0,Budget,1.0
Urban,213408.215057492,5,1,1894.0,1958,112.67593192053431,67.0,Mid-Range,2.0
Rural,155881.5961977845,3,2,1360.0,1956,114.61882073366507,69.0,Budget,1.0
Suburb,96262.98748584709,3,3,1273.0,1964,75.61900038165521,61.0,Budget,1.0
Rural,114408.68746837252,3,3,1176.0,2020,97.2862988676637,5.0,Budget,1.0
Rural,328227.9297094795,3,1,2287.0,1957,143.51898981612572,68.0,High-End,3.0
Rural,300837.6779173684,4,3,2209.0,1988,136.18726931524148,37.0,High-End,3.0
Urban,173426.5207788386,2,2,1526.0,1960,113.64778556935688,65.0,Budget,1.0
Suburb,209773.7384416647,2,3,1912.0,1998,109.71429834815099,27.0,Mid-Range,2.0
Urban,96804.00363789932,3,1,1278.0,2021,75.74648171979602,4.0,Budget,1.0
Suburb,147662.0043764622,4,3,1705.0,1952,86.60528115921537,73.0,Budget,1.0
Urban,105808.09150418482,5,3,2221.0,2008,47.63984309058299,17.0,Budget,1.0
Rural,211260.1168785367,5,3,2372.0,1977,89.06413021860737,48.0,Mid-Range,2.0
Suburb,365226.6643264649,2,3,2946.0,1991,123.97374892276473,34.0,High-End,3.0
Urban,160745.85538790372,2,1,2444.0,1996,65.77162659079531,29.0,Budget,1.0
Urban,229770.4443061216,4,1,2328.0,1959,98.69864446139243,66.0,Mid-Range,2.0
Suburb,133901.19969992974,5,3,1063.0,1980,125.96538071489157,45.0,Budget,1.0
