ShipmentID,Origin,Destination,Pickup_Date,Delivery_Date,Delivery_Status,Distance_KM,Shipment_Mode,Weight_KG,Cost_USD,Customer_Segment,Delay_Reason,Delivery_Time_Days
SHP102136,Atlanta,Detroit,2024-06-26,2024-06-28 21:36:00,Delivered,1590.6,Air,8.12,3657.83,Retail,Operational,2.9
SHP102137,Memphis,Denver,2025-01-21,2025-01-22 02:24:00,Delivered,340.8,Air,18.78,1060.36,Business,Operational,1.1
SHP102138,Miami,Seattle,2024-01-17,2024-01-18 14:24:00,Delivered,700.2,Ground,14.65,1195.4,Business,Operational,1.6
SHP102139,Seattle,Houston,2024-02-17,2024-02-21 12:00:00,Delivered,2568.8,Air,30.1,10855.27,Retail,Operational,4.5
SHP102140,Houston,San Diego,2024-03-02,2024-03-07 14:24:00,Delivered,3191.1,Air,24.31,11006.72,Business,Operational,5.6
SHP102141,Memphis,San Francisco,2024-03-09,2024-03-13 07:12:00,In Transit,1939.6,Air,50.76,9567.71,Business,Operational,4.3
SHP102142,Philadelphia,Seattle,2024-12-31,2025-01-06 21:36:00,Delivered,3345.4,Ground,8.43,4869.49,Retail,Operational,6.9
SHP102143,Dallas,Baltimore,2024-06-10,2024-06-11 16:48:00,Delivered,902.3,Ground,29.8,2041.1,Government,Operational,1.7
SHP102144,Boston,Detroit,2025-05-02,2025-05-04 14:24:00,Delivered,724.8,Air,12.82,1767.41,Government,Operational,2.6
SHP102145,Charlotte,Memphis,2025-03-06,2025-03-13 12:00:00,In Transit,3809.7,Ground,7.71,4820.47,Business,Operational,7.5
SHP102146,Seattle,San Francisco,2025-05-03,2025-05-07 14:24:00,Delivered,1658.6,Ground,12.65,2491.43,Government,Operational,4.6
SHP102147,Dallas,Phoenix,2024-08-17,2024-08-20 21:36:00,Delayed,2058.7,Ground,13.69,3738.37,Retail,Operational,3.9
SHP102148,Philadelphia,Chicago,2025-01-04,2025-01-11 04:48:00,Delivered,4274.6,Air,36.86,18008.6,Business,Weather,7.2
SHP102149,Chicago,Los Angeles,2024-06-26,2024-06-29 14:24:00,Delivered,2023.7,Ground,4.53,2266.18,Retail,Operational,3.6
SHP102150,Atlanta,Memphis,2025-02-13,2025-02-14 07:12:00,In Transit,215.0,Freight,9.6,374.5,Business,Operational,1.3
SHP102151,San Diego,Atlanta,2025-07-21,2025-07-28 04:48:00,Delivered,4233.3,Air,18.15,14032.01,Retail,Operational,7.2
SHP102152,Dallas,Baltimore,2025-08-12,2025-08-12 07:12:00,Delivered,260.7,Air,7.3,584.99,Retail,Operational,0.3
SHP102153,Los Angeles,San Diego,2024-09-26,2024-09-30 19:12:00,Delivered,3047.8,Air,47.54,16083.54,Retail,Operational,4.8
SHP102154,Baltimore,Miami,2024-07-24,2024-07-28 12:00:00,Delayed,1588.4,Air,52.43,7963.95,Business,Operational,4.5
SHP102155,Charlotte,Phoenix,2024-03-22,2024-03-27 09:36:00,Delivered,2222.7,Ground,17.11,4483.19,Retail,Operational,5.4
SHP102156,Philadelphia,Houston,2024-07-11,2024-07-16 19:12:00,Delayed,2553.3,Ground,25.77,5656.93,Business,Operational,5.8
SHP102157,Boston,San Francisco,2025-09-09,2025-09-13 19:12:00,Delivered,1956.4,Freight,42.56,6291.86,Government,Operational,4.8
SHP102158,San Francisco,Memphis,2024-07-07,2024-07-14 00:00:00,Delivered,3529.8,Air,15.41,10831.05,Retail,Operational,7.0
SHP102159,Memphis,Atlanta,2024-10-02,2024-10-09 04:48:00,Delivered,4202.0,Ground,17.39,9120.43,Business,Operational,7.2
SHP102160,Dallas,Denver,2024-03-14,2024-03-17 09:36:00,Delivered,571.6,Ground,6.56,683.95,Business,Weather,3.4
SHP102161,San Diego,San Diego,2024-01-10,2024-01-11 02:24:00,Delivered,10.4,Ground,3.13,17.9,Retail,Operational,1.1
SHP102162,Boston,Philadelphia,2025-09-26,2025-09-28 07:12:00,Delivered,753.3,Ground,32.2,1874.38,Business,Operational,2.3
SHP102163,Dallas,Miami,2024-08-03,2024-08-04 12:00:00,Delivered,545.2,Air,16.13,1728.1,Retail,Operational,1.5
SHP102164,Charlotte,Philadelphia,2024-10-16,2024-10-23 19:12:00,Delivered,4310.1,Ground,51.42,13357.05,Business,Operational,7.8
SHP102165,New York,Seattle,2025-03-20,2025-03-25 00:00:00,In Transit,2304.0,Ground,10.85,3769.23,Retail,Operational,5.0
SHP102166,Baltimore,Atlanta,2025-07-05,2025-07-07 09:36:00,Delivered,856.2,Ground,6.1,986.21,Business,Operational,2.4
SHP102167,Charlotte,Baltimore,2024-07-11,2024-07-16 19:12:00,Delivered,2650.8,Ground,30.09,6997.82,Retail,Operational,5.8
SHP102168,Detroit,Los Angeles,2024-10-15,2024-10-20 04:48:00,Delivered,1331.9,Air,48.73,6110.76,Government,Operational,5.2
SHP102169,Phoenix,Phoenix,2025-08-05,2025-08-06 02:24:00,Delivered,13.4,Air,6.62,47.2,Retail,Operational,1.1
SHP102170,Boston,Miami,2024-05-23,2024-05-30 12:00:00,Delivered,2886.0,Freight,8.34,4544.22,Business,Operational,7.5
SHP102171,New York,New York,2025-01-23,2025-01-24 19:12:00,Delayed,15.6,Ground,41.47,58.26,Government,Operational,1.8
SHP102172,Charlotte,San Francisco,2025-02-10,2025-02-12 21:36:00,In Transit,213.3,Freight,61.99,884.17,Business,Weather,2.9
SHP102173,Memphis,Los Angeles,2025-01-04,2025-01-09 02:24:00,Delayed,1120.8,Air,24.87,4334.05,Retail,Customs,5.1
SHP102174,Dallas,Baltimore,2025-03-16,2025-03-17 00:00:00,Delivered,614.0,Ground,10.1,4451.715,Retail,Operational,1.0
SHP102175,San Diego,Seattle,2025-07-17,2025-07-20 16:48:00,Delivered,617.5,Ground,39.07,1683.42,Business,Weather,3.7
SHP102176,Detroit,Charlotte,2025-06-12,2025-06-21 14:24:00,Delivered,4266.8,Freight,13.9,8469.23,Business,Operational,9.6
SHP102177,Detroit,Philadelphia,2024-01-13,2024-01-19 07:12:00,In Transit,4225.2,Air,10.36,9761.69,Business,Operational,6.3
SHP102178,Memphis,Seattle,2024-12-05,2024-12-10 04:48:00,Delayed,3422.0,Air,11.6,9204.92,Retail,Operational,5.2
SHP102179,Detroit,Chicago,2024-11-07,2024-11-12 19:12:00,Delivered,2965.2,Ground,27.48,7485.76,Retail,Operational,5.8
SHP102180,Philadelphia,Memphis,2024-04-13,2024-04-23 00:00:00,Delivered,3846.3,Freight,17.8,8570.96,Business,Weather,10.0
SHP102181,Phoenix,Los Angeles,2024-12-04,2024-12-06 04:48:00,Delivered,451.2,Freight,23.89,1174.67,Business,Operational,2.2
SHP102182,Seattle,Charlotte,2024-07-16,2024-07-19 02:24:00,Delivered,713.8,Freight,30.67,2294.29,Retail,Operational,3.1
SHP102183,Denver,San Francisco,2024-10-26,2024-10-30 04:48:00,Delivered,1563.6,Freight,17.39,3169.05,Business,Operational,4.2
SHP102184,San Diego,San Francisco,2025-03-19,2025-03-26 12:00:00,Delayed,3779.7,Air,33.35,15169.61,Business,Operational,7.5
SHP102185,Atlanta,Charlotte,2024-12-24,2024-12-27 16:48:00,Delivered,2230.6,Air,17.33,6550.59,Business,Operational,3.7
SHP102186,Houston,Houston,2025-01-02,2025-01-05 02:24:00,In Transit,8.9,Air,11.73,40.65,Business,Weather,3.1
SHP102187,Baltimore,Chicago,2024-06-17,2024-06-18 16:48:00,Delivered,1185.8,Air,4.98,2215.36,Retail,Operational,1.7
SHP102188,Chicago,Baltimore,2024-05-28,2024-06-04 02:24:00,Delivered,2988.1,Ground,14.0,5486.57,Retail,Customs,7.1
SHP102189,Boston,Boston,2024-02-11,2024-02-11 16:48:00,Delayed,6.8,Freight,44.35,42.34,Business,Operational,0.7
SHP102190,Phoenix,San Francisco,2024-07-20,2024-07-22 07:12:00,Delayed,1616.9,Air,29.61,6785.57,Retail,Operational,2.3
SHP102191,Charlotte,Charlotte,2024-08-31,2024-08-31 07:12:00,Delivered,20.3,Ground,23.79,58.55,Business,Operational,0.3
SHP102192,Boston,Dallas,2025-04-08,2025-04-12 19:12:00,Delayed,1627.4,Freight,7.12,2644.82,Retail,Operational,4.8
SHP102193,Memphis,Houston,2025-03-24,2025-03-30 02:24:00,Delivered,3608.7,Ground,11.43,5443.59,Business,Operational,6.1
SHP102194,Charlotte,Phoenix,2025-03-12,2025-03-18 02:24:00,Delivered,2242.3,Air,26.86,8972.77,Retail,Weather,6.1
SHP102195,Boston,Memphis,2025-06-14,2025-06-18 09:36:00,Delivered,1659.7,Ground,31.55,4063.72,Business,Weather,4.4
SHP102196,Houston,Memphis,2025-07-18,2025-07-21 21:36:00,Delivered,2006.2,Ground,30.07,4790.11,Business,Operational,3.9
SHP102197,Chicago,Denver,2025-08-19,2025-08-20 00:00:00,In Transit,592.3,Ground,20.65,1315.49,Retail,Operational,1.0
SHP102198,Philadelphia,Detroit,2024-09-29,2024-10-06 00:00:00,Delivered,3924.3,Ground,9.23,5382.01,Business,Operational,7.0
SHP102199,Atlanta,Los Angeles,2025-03-05,2025-03-11 00:00:00,Delivered,2168.55,Air,31.61,18667.63,Retail,Operational,6.0
SHP102200,Atlanta,Dallas,2024-07-31,2024-08-05 02:24:00,Delivered,2252.9,Freight,11.37,3871.57,Government,Operational,5.1
SHP102201,Charlotte,Atlanta,2024-04-13,2024-04-16 02:24:00,Delivered,1151.7,Ground,31.9,3136.96,Retail,Operational,3.1
SHP102202,Houston,Charlotte,2024-07-10,2024-07-16 02:24:00,Delivered,3058.0,Ground,14.02,5083.32,Business,Operational,6.1
SHP102203,Atlanta,Miami,2025-01-14,2025-01-19 09:36:00,Delivered,2145.2,Freight,49.73,7861.39,Business,Operational,5.4
SHP102204,Dallas,Miami,2024-03-21,2024-03-22 14:24:00,Delivered,1284.9,Air,12.92,3644.66,Retail,Operational,1.6
SHP102205,Memphis,San Francisco,2025-07-02,2025-07-02 14:24:00,Delivered,365.3,Air,12.73,951.34,Business,Operational,0.6
SHP102206,Dallas,Miami,2025-01-11,2025-01-19 16:48:00,Delayed,4025.7,Ground,16.25,7909.45,Retail,Operational,8.7
SHP102207,Seattle,Chicago,2024-06-02,2024-06-06 19:12:00,Delivered,3626.0,Air,9.34,8835.91,Retail,Operational,4.8
SHP102208,Seattle,Baltimore,2025-07-24,2025-07-30 12:00:00,Delivered,3764.7,Ground,8.03,5364.11,Retail,Operational,6.5
SHP102209,Baltimore,Detroit,2024-08-27,2024-08-30 04:48:00,Delivered,2091.3,Air,9.09,5047.35,Retail,Operational,3.2
SHP102210,Chicago,Memphis,2025-01-08,2025-01-12 21:36:00,Delivered,3439.0,Air,40.48,15170.95,Business,Operational,4.9
SHP102211,New York,San Diego,2024-07-22,2024-07-28 21:36:00,In Transit,2699.3,Ground,8.46,3933.11,Retail,Operational,6.9
SHP102212,Dallas,Miami,2025-09-02,2025-09-06 19:12:00,Delivered,1811.5,Air,12.82,5114.09,Retail,Operational,4.8
SHP102213,Memphis,San Diego,2024-12-15,2024-12-22 16:48:00,Delayed,3823.8,Ground,65.65,13356.1,Business,Weather,7.7
SHP102214,Denver,Baltimore,2024-05-22,2024-05-30 04:48:00,Delivered,4494.7,Ground,32.56,11139.02,Business,Operational,8.2
SHP102215,Philadelphia,San Diego,2024-07-07,2024-07-16 16:48:00,Delivered,4066.9,Freight,32.18,13299.27,Retail,Operational,9.7
SHP102216,San Francisco,Phoenix,2024-09-28,2024-10-04 16:48:00,Delivered,3537.6,Ground,59.33,12992.14,Retail,Operational,6.7
SHP102217,Dallas,Seattle,2025-06-15,2025-06-21 12:00:00,In Transit,3414.3,Air,15.91,9624.89,Business,Customs,6.5
SHP102218,San Francisco,Charlotte,2024-10-26,2024-10-30 19:12:00,Delivered,2996.1,Ground,3.34,2967.45,Retail,Operational,4.8
SHP102219,Houston,Charlotte,2025-03-01,2025-03-09 21:36:00,In Transit,3870.6,Ground,30.18,9251.19,Business,Weather,8.9
SHP102220,Seattle,San Francisco,2024-02-15,2024-02-20 07:12:00,Delivered,2320.2,Ground,14.66,4346.97,Retail,Operational,5.3
SHP102221,Chicago,Boston,2024-04-04,2024-04-07 16:48:00,Delayed,981.4,Ground,66.03,3811.47,Retail,Customs,3.7
SHP102222,Philadelphia,Houston,2024-03-04,2024-03-10 21:36:00,Delivered,3502.6,Ground,2.94,2985.6,Business,Operational,6.9
SHP102223,Houston,Seattle,2025-02-16,2025-02-23 09:36:00,Delivered,4153.9,Ground,8.03,5352.27,Business,Operational,7.4
SHP102224,San Diego,Philadelphia,2024-01-09,2024-01-13 14:24:00,Delivered,1667.8,Ground,11.03,2746.24,Retail,Operational,4.6
SHP102225,San Diego,New York,2025-04-03,2025-04-07 19:12:00,In Transit,3566.8,Air,16.14,11186.76,Retail,Operational,4.8
SHP102226,Houston,Charlotte,2025-02-12,2025-02-14 04:48:00,Delivered,1377.0,Air,5.62,2447.29,Business,Operational,2.2
SHP102227,Boston,Dallas,2025-04-14,2025-04-21 12:00:00,Delivered,4253.2,Ground,22.22,9700.59,Retail,Weather,7.5
SHP102228,Memphis,Atlanta,2025-05-20,2025-05-24 16:48:00,Delivered,3138.9,Air,10.56,7319.51,Business,Operational,4.7
SHP102229,San Francisco,Seattle,2024-03-13,2024-03-17 12:00:00,Delivered,2647.9,Air,34.03,10745.77,Business,Operational,4.5
SHP102230,Denver,Houston,2024-03-24,2024-03-29 12:00:00,Delivered,3553.4,Air,42.34,17708.77,Retail,Operational,5.5
SHP102231,Boston,Charlotte,2024-02-28,2024-03-05 16:48:00,Delivered,3696.9,Ground,13.41,6014.76,Business,Operational,6.7
SHP102232,Dallas,Seattle,2024-01-21,2024-01-28 16:48:00,Delivered,4037.2,Ground,24.83,9704.23,Retail,Operational,7.7
SHP102233,Phoenix,New York,2025-04-02,2025-04-10 00:00:00,Delivered,4074.8,Ground,17.22,7054.87,Government,Operational,8.0
SHP102234,Baltimore,Seattle,2024-06-05,2024-06-07 09:36:00,Delivered,426.6,Ground,16.29,726.43,Government,Operational,2.4
SHP102235,Phoenix,Phoenix,2024-11-24,2024-11-25 04:48:00,Delivered,12.8,Ground,5.24,24.63,Business,Operational,1.2
SHP102236,Dallas,Denver,2025-07-26,2025-08-01 12:00:00,Delivered,3752.1,Ground,15.63,7242.17,Retail,Operational,6.5
SHP102237,Baltimore,San Francisco,2025-07-29,2025-08-05 00:00:00,Delivered,4268.0,Ground,31.74,9899.62,Government,Operational,7.0
SHP102238,New York,Chicago,2024-07-21,2024-07-25 19:12:00,Delivered,1523.0,Ground,22.63,3175.87,Business,Weather,4.8
SHP102239,Seattle,Dallas,2024-04-15,2024-04-17 09:36:00,Delivered,237.0,Freight,8.21,386.87,Business,Operational,2.4
SHP102240,Memphis,Dallas,2024-05-01,2024-05-05 21:36:00,Delayed,1587.6,Freight,5.28,1953.57,Government,Operational,4.9
SHP102241,Detroit,Boston,2024-11-13,2024-11-16 00:00:00,Delivered,1846.3,Ground,15.22,3191.53,Business,Operational,3.0
SHP102242,Baltimore,Houston,2024-06-30,2024-07-08 00:00:00,Delivered,3472.4,Freight,9.51,5488.38,Government,Operational,8.0
SHP102243,Phoenix,Atlanta,2025-09-06,2025-09-08 12:00:00,Delayed,404.6,Ground,10.42,658.35,Retail,Operational,2.5
SHP102244,Detroit,Seattle,2024-11-11,2024-11-14 12:00:00,Delivered,1114.4,Ground,9.64,1565.02,Business,Weather,3.5
SHP102245,San Diego,San Diego,2025-09-16,2025-09-17 04:48:00,Delivered,22.3,Ground,17.4,52.88,Business,Operational,1.2
SHP102246,Seattle,New York,2025-02-09,2025-02-11 02:24:00,Delivered,865.7,Ground,26.05,1936.92,Business,Operational,2.1
SHP102247,Houston,San Francisco,2024-03-10,2024-03-17 09:36:00,Delivered,3464.8,Freight,9.22,4451.715,Business,Operational,7.4
SHP102248,San Francisco,Los Angeles,2024-06-08,2024-06-13 16:48:00,Delivered,1753.6,Ground,8.89,2621.53,Retail,Weather,5.7
SHP102249,Philadelphia,Seattle,2024-08-27,2024-09-02 21:36:00,In Transit,3049.4,Freight,6.09,4182.43,Business,Operational,6.9
SHP102250,Atlanta,Phoenix,2025-06-06,2025-06-07 14:24:00,Delivered,517.5,Air,19.54,1625.15,Business,Operational,1.6
SHP102251,Baltimore,Boston,2024-05-17,2024-05-20 14:24:00,Delivered,1432.2,Ground,31.22,3481.93,Business,Operational,3.6
SHP102252,Atlanta,Los Angeles,2025-05-09,2025-05-13 16:48:00,Delayed,2026.6,Ground,15.8,3934.95,Retail,Operational,4.7
SHP102253,Chicago,Seattle,2024-09-03,2024-09-10 04:48:00,In Transit,3886.0,Ground,26.14,8668.43,Business,Operational,7.2
SHP102254,Atlanta,Detroit,2025-06-26,2025-07-02 04:48:00,Delivered,2623.0,Air,37.18,12274.72,Retail,Operational,6.2
SHP102255,Charlotte,Phoenix,2025-06-07,2025-06-08 14:24:00,Delivered,394.5,Ground,20.46,875.74,Retail,Operational,1.6
SHP102256,San Francisco,Los Angeles,2024-08-30,2024-09-09 07:12:00,Delivered,3648.0,Freight,8.38,5743.83,Business,Customs,10.3
SHP102257,Denver,Seattle,2025-09-11,2025-09-11 21:36:00,In Transit,434.4,Air,7.63,894.81,Business,Operational,0.9
SHP102258,New York,Dallas,2024-12-01,2024-12-08 19:12:00,Delivered,4217.8,Ground,8.8,5362.77,Government,Operational,7.8
SHP102259,Baltimore,Phoenix,2025-02-25,2025-03-03 19:12:00,Delivered,1110.4,Ground,53.73,3889.06,Retail,Customs,6.8
SHP102260,Dallas,Los Angeles,2024-07-12,2024-07-17 16:48:00,Delivered,2298.1,Freight,63.87,9501.08,Business,Operational,5.7
SHP102261,Houston,San Diego,2024-11-03,2024-11-05 19:12:00,Delivered,510.8,Ground,13.0,912.16,Retail,Weather,2.8
SHP102262,Seattle,Seattle,2025-05-20,2025-05-25 19:12:00,Delayed,23.6,Air,35.94,121.74,Business,Customs,5.8
SHP102263,New York,Boston,2024-10-07,2024-10-11 21:36:00,Delivered,2338.1,Ground,40.34,6436.78,Business,Operational,4.9
SHP102264,Charlotte,Atlanta,2025-03-14,2025-03-18 14:24:00,In Transit,1964.1,Ground,5.35,2353.87,Retail,Operational,4.6
SHP102265,Los Angeles,Charlotte,2025-08-30,2025-09-02 16:48:00,Delivered,353.0,Air,51.73,1779.16,Business,Customs,3.7
SHP102266,Phoenix,San Francisco,2025-04-27,2025-05-03 16:48:00,In Transit,3979.4,Ground,14.24,6300.35,Government,Operational,6.7
SHP102267,Denver,Seattle,2024-08-10,2024-08-17 21:36:00,Delivered,3651.3,Freight,13.71,7959.83,Retail,Operational,7.9
SHP102268,Seattle,Memphis,2024-04-26,2024-05-03 04:48:00,Delayed,2922.0,Freight,6.3,4496.09,Retail,Operational,7.2
SHP102269,Charlotte,Miami,2024-07-10,2024-07-14 12:00:00,Delivered,2660.6,Air,53.96,13514.94,Business,Operational,4.5
SHP102270,Charlotte,Boston,2025-09-09,2025-09-19 04:48:00,Delivered,3188.3,Freight,18.12,7168.1,Business,Weather,10.2
SHP102271,Los Angeles,Atlanta,2025-05-30,2025-05-31 16:48:00,Delivered,819.2,Ground,50.45,2528.16,Business,Operational,1.7
SHP102272,Memphis,Los Angeles,2025-06-13,2025-06-19 07:12:00,Delivered,4210.4,Air,38.69,18171.36,Business,Operational,6.3
SHP102273,Philadelphia,Denver,2024-11-02,2024-11-05 14:24:00,Delivered,1424.1,Air,13.19,3692.09,Business,Weather,3.6
SHP102274,Memphis,Phoenix,2025-06-15,2025-06-19 00:00:00,Delivered,3022.9,Air,18.56,10130.93,Retail,Operational,4.0
SHP102275,Los Angeles,Memphis,2024-05-01,2024-05-06 09:36:00,Delivered,2809.0,Ground,10.26,4044.7,Business,Operational,5.4
SHP102276,New York,Seattle,2025-08-14,2025-08-19 14:24:00,Delayed,2937.4,Air,11.27,6695.83,Government,Weather,5.6
SHP102277,Houston,Seattle,2024-06-02,2024-06-07 16:48:00,Delivered,3979.5,Air,23.54,12801.28,Government,Operational,5.7
SHP102278,Atlanta,Memphis,2025-06-20,2025-06-22 14:24:00,Delivered,1472.4,Ground,29.0,3822.05,Retail,Operational,2.6
SHP102279,Los Angeles,Phoenix,2025-03-27,2025-04-01 21:36:00,Delivered,3420.5,Ground,3.23,3340.79,Retail,Operational,5.9
SHP102280,San Diego,Phoenix,2024-06-17,2024-06-22 02:24:00,Delivered,2773.1,Ground,3.32,2470.76,Business,Operational,5.1
SHP102281,Los Angeles,Seattle,2024-02-28,2024-02-28 14:24:00,Delivered,527.1,Ground,11.52,811.91,Business,Operational,0.6
SHP102282,Houston,Los Angeles,2024-10-27,2024-11-01 16:48:00,Delivered,1980.9,Air,21.15,6072.75,Government,Weather,5.7
SHP102283,Los Angeles,Dallas,2025-07-06,2025-07-15 14:24:00,Delivered,3803.2,Freight,40.8,13955.08,Retail,Operational,9.6
SHP102284,San Diego,Memphis,2025-07-03,2025-07-05 07:12:00,Delivered,1556.0,Air,17.92,4651.93,Business,Operational,2.3
SHP102285,San Diego,Charlotte,2024-04-26,2024-04-29 21:36:00,Delivered,2273.7,Ground,14.18,4197.25,Retail,Operational,3.9
SHP102286,Seattle,Atlanta,2024-05-06,2024-05-11 12:00:00,Delivered,2301.1,Ground,25.82,4838.34,Government,Operational,5.5
SHP102287,San Francisco,Seattle,2025-02-08,2025-02-11 21:36:00,Delivered,2857.4,Air,17.39,5973.32,Business,Operational,3.9
SHP102288,Detroit,Denver,2025-02-02,2025-02-14 09:36:00,In Transit,4001.3,Freight,18.26,9027.98,Business,Customs,12.4
SHP102289,Miami,New York,2025-05-29,2025-05-31 14:24:00,Delivered,946.2,Ground,15.55,1574.0,Government,Operational,2.6
SHP102290,Memphis,New York,2025-05-12,2025-05-15 12:00:00,Delivered,2369.9,Air,19.3,7327.23,Business,Operational,3.5
SHP102291,Houston,Memphis,2025-06-11,2025-06-15 04:48:00,Delivered,2024.3,Freight,37.41,6455.29,Business,Operational,4.2
SHP102292,Chicago,Baltimore,2025-02-01,2025-02-04 21:36:00,Delivered,1472.5,Ground,3.84,1396.19,Business,Operational,3.9
SHP102293,Charlotte,Houston,2024-09-21,2024-09-30 02:24:00,Delivered,4154.3,Ground,16.2,8155.55,Retail,Operational,9.1
SHP102294,Seattle,Phoenix,2024-09-19,2024-09-20 09:36:00,Delayed,235.1,Ground,28.92,622.19,Retail,Operational,1.4
SHP102295,Dallas,New York,2025-02-01,2025-02-03 12:00:00,Delivered,725.1,Ground,24.62,1579.91,Business,Operational,2.5
SHP102296,Philadelphia,New York,2025-06-10,2025-06-15 02:24:00,Delivered,3353.4,Air,4.19,5248.33,Business,Operational,5.1
SHP102297,Detroit,Boston,2025-03-11,2025-03-14 04:48:00,Delivered,1332.8,Air,3.3,1913.69,Business,Operational,3.2
SHP102298,Miami,Atlanta,2024-12-25,2024-12-31 09:36:00,Delivered,3309.7,Ground,27.49,7564.76,Business,Operational,6.4
SHP102299,Detroit,New York,2024-05-08,2024-05-14 02:24:00,Delivered,3778.7,Air,4.01,5806.66,Business,Operational,6.1
SHP102300,Philadelphia,Chicago,2025-09-25,2025-09-28 02:24:00,Delivered,1294.8,Ground,18.5,2455.0,Business,Operational,3.1
SHP102301,Denver,Baltimore,2024-08-28,2024-08-29 16:48:00,In Transit,1025.4,Ground,35.76,2667.82,Business,Operational,1.7
SHP102302,Miami,Denver,2025-09-18,2025-09-20 00:00:00,Delayed,824.8,Air,5.02,1333.62,Government,Operational,2.0
SHP102303,Charlotte,Philadelphia,2024-08-09,2024-08-15 16:48:00,In Transit,1060.4,Air,50.63,5235.12,Business,Customs,6.7
SHP102304,Los Angeles,Charlotte,2024-08-01,2024-08-03 16:48:00,Delivered,1348.9,Ground,26.86,3061.37,Business,Operational,2.7
SHP102305,Chicago,Philadelphia,2025-08-14,2025-08-21 12:00:00,Delivered,3935.6,Ground,87.56,15841.01,Business,Operational,7.5
SHP102306,Miami,Dallas,2024-05-14,2024-05-19 16:48:00,In Transit,3511.0,Ground,11.83,4451.715,Retail,Operational,5.7
SHP102307,San Francisco,Atlanta,2025-01-20,2025-01-21 00:00:00,Delivered,207.9,Ground,42.05,602.06,Business,Operational,1.0
SHP102308,New York,Charlotte,2024-10-29,2024-11-06 21:36:00,In Transit,3958.7,Air,12.87,11162.85,Retail,Customs,8.9
SHP102309,Houston,Los Angeles,2024-10-13,2024-10-14 09:36:00,Delivered,538.9,Ground,17.68,1119.03,Retail,Operational,1.4
SHP102310,Chicago,Atlanta,2025-07-15,2025-07-19 02:24:00,In Transit,3017.6,Air,10.08,6536.78,Government,Operational,4.1
SHP102311,Memphis,Dallas,2024-07-07,2024-07-10 04:48:00,Delivered,851.3,Ground,17.07,1723.23,Retail,Weather,3.2
SHP102312,Seattle,Dallas,2024-10-23,2024-10-24 19:12:00,Delivered,467.8,Ground,32.56,1170.89,Business,Operational,1.8
SHP102313,Baltimore,Memphis,2025-06-09,2025-06-16 21:36:00,Delivered,3467.0,Freight,51.79,12937.58,Business,Operational,7.9
SHP102314,Phoenix,Boston,2025-01-23,2025-01-27 00:00:00,Delivered,2209.0,Ground,8.5,3229.03,Retail,Operational,4.0
SHP102315,Atlanta,Atlanta,2025-04-03,2025-04-03 21:36:00,Delayed,20.2,Ground,19.7,51.57,Business,Operational,0.9
SHP102316,Phoenix,Seattle,2024-09-17,2024-09-21 21:36:00,Delivered,2029.0,Ground,11.14,3034.14,Business,Weather,4.9
SHP102317,San Francisco,New York,2024-04-22,2024-04-23 02:24:00,Delivered,488.8,Freight,20.46,1116.0,Government,Operational,1.1
SHP102318,Houston,Philadelphia,2024-02-05,2024-02-11 12:00:00,In Transit,3380.4,Ground,35.86,9717.0,Retail,Operational,6.5
SHP102319,Miami,Dallas,2024-03-19,2024-03-25 09:36:00,In Transit,3727.5,Air,11.9,10144.06,Retail,Operational,6.4
SHP102320,Denver,Charlotte,2024-10-01,2024-10-02 14:24:00,Delayed,378.1,Freight,23.85,1084.55,Retail,Operational,1.6
SHP102321,Dallas,Philadelphia,2024-10-04,2024-10-07 19:12:00,In Transit,1815.6,Air,8.07,4157.83,Retail,Operational,3.8
SHP102322,Atlanta,San Diego,2024-11-07,2024-11-11 16:48:00,Delivered,2596.5,Air,37.87,12265.39,Retail,Operational,4.7
SHP102323,Miami,Philadelphia,2025-06-12,2025-06-16 00:00:00,In Transit,2802.3,Air,29.65,10632.98,Business,Operational,4.0
SHP102324,Denver,San Diego,2024-07-22,2024-07-28 19:12:00,Delivered,2686.1,Ground,9.27,3502.27,Government,Customs,6.8
SHP102325,Detroit,Miami,2024-01-17,2024-01-21 14:24:00,Delivered,3179.6,Air,9.09,6932.3,Business,Operational,4.6
SHP102326,Detroit,Chicago,2025-04-20,2025-04-30 04:48:00,Delivered,4357.3,Freight,43.66,16526.35,Retail,Operational,10.2
SHP102327,San Diego,New York,2025-05-25,2025-05-30 07:12:00,Delayed,1879.5,Ground,61.61,6372.55,Business,Weather,5.3
SHP102328,Philadelphia,Los Angeles,2024-07-28,2024-07-31 14:24:00,Delivered,2593.5,Air,9.61,5806.02,Business,Operational,3.6
SHP102329,Miami,Detroit,2025-05-13,2025-05-17 16:48:00,Delivered,3206.0,Ground,32.71,8809.04,Retail,Operational,4.7
SHP102330,Baltimore,Houston,2025-02-05,2025-02-09 00:00:00,Delivered,2747.4,Air,13.28,7126.91,Business,Operational,4.0
SHP102331,Houston,Baltimore,2025-03-04,2025-03-08 00:00:00,Delivered,1863.0,Ground,43.72,5900.53,Retail,Operational,4.0
SHP102332,Memphis,Philadelphia,2024-03-18,2024-03-24 02:24:00,Delivered,2883.5,Ground,13.82,5268.29,Retail,Operational,6.1
SHP102333,San Francisco,Charlotte,2025-07-21,2025-07-27 21:36:00,Delivered,2995.5,Ground,28.04,7641.29,Retail,Weather,6.9
